customer_id,canonical_name,canonical_email,canonical_phone,record_count,resolution_tier,linked_source_records
CUST-00200,Michael Matthews,david96@yahoo.com,,1,single_record,ECOM-00200:anchor
CUST-00201,Timothy Young,courtney86@yahoo.com,,1,single_record,ECOM-00201:anchor
CUST-00202,Ashley Andrews,imiller@hotmail.com,,1,single_record,ECOM-00202:anchor
CUST-00203,Tiffany Barrett,terrimoore@yahoo.com,,2,tier1,POS-00415:tier1:conf=1.00:via=ECOM-00203;ECOM-00203:tier1:conf=1.00:via=POS-00415
CUST-00204,Brandon Obrien,collinssamuel@gmail.com,,1,single_record,ECOM-00204:anchor
CUST-00205,Justin Lindsey,dsalazar@yahoo.com,,1,single_record,ECOM-00205:anchor
CUST-00206,Catherine Gomez,davidzimmerman@hotmail.com,,2,tier1,POS-00419:tier1:conf=1.00:via=ECOM-00206;ECOM-00206:tier1:conf=1.00:via=POS-00419
CUST-00207,Erica Le,gary24@hotmail.com,,1,single_record,ECOM-00207:anchor
CUST-00208,Donna Massey,wiseanthony@yahoo.com,(573) 592-3458,2,tier1,POS-00422:tier1:conf=1.00:via=ECOM-00208;ECOM-00208:tier1:conf=1.00:via=POS-00422
CUST-00209,Debbie Parker,alexandria49@hotmail.com,,1,single_record,ECOM-00209:anchor
CUST-00210,Scott Riley,crawfordwilliam@gmail.com,,1,single_record,ECOM-00210:anchor
CUST-00211,Kenneth Burgess,jonathangarcia@hotmail.com,(478) 279-7108,2,tier1,POS-00425:tier1:conf=1.00:via=ECOM-00211;ECOM-00211:tier1:conf=1.00:via=POS-00425
CUST-00212,Maria Scott,joseph19@yahoo.com,,1,single_record,ECOM-00212:anchor
CUST-00213,Makayla Olson,shawrachel@gmail.com,,2,tier2,POS-00431:tier2:conf=1.00:via=ECOM-00213;ECOM-00213:tier2:conf=1.00:via=POS-00431
CUST-00214,Lindsay Francis,wileymichelle@yahoo.com,(401) 950-9954,2,tier1,POS-00432:tier1:conf=1.00:via=ECOM-00214;ECOM-00214:tier1:conf=1.00:via=POS-00432
CUST-00215,Matthew Wilson,christopher70@yahoo.com,,2,tier1,POS-00433:tier1:conf=1.00:via=ECOM-00215;ECOM-00215:tier1:conf=1.00:via=POS-00433
CUST-00216,Tammy Dalton,stevenvargas@yahoo.com,,2,tier2,POS-00435:tier2:conf=1.00:via=ECOM-00216;ECOM-00216:tier2:conf=1.00:via=POS-00435
CUST-00217,Tammy Ballard,adamortiz@gmail.com,,2,tier1,POS-00437:tier1:conf=1.00:via=ECOM-00217;ECOM-00217:tier1:conf=1.00:via=POS-00437
CUST-00218,Anna Herman,,(468) 522-7438,2,tier2,POS-00445:tier2:conf=1.00:via=ECOM-00218;ECOM-00218:tier2:conf=1.00:via=POS-00445
CUST-00219,Madison Blankenship,grahamtamara@gmail.com,,3,tier1,POS-00448:tier1:conf=1.00:via=ECOM-00219;POS-00449:tier1:conf=1.00:via=POS-00448;ECOM-00219:tier1:conf=1.00:via=POS-00448
CUST-00220,Kevin Ortiz,louis43@gmail.com,,1,single_record,ECOM-00220:anchor
CUST-00221,Donald Shah,derekcarrillo@gmail.com,,1,single_record,ECOM-00221:anchor
CUST-00222,Kevin Vasquez,danielcole@yahoo.com,,2,tier1,POS-00450:tier1:conf=1.00:via=ECOM-00222;ECOM-00222:tier1:conf=1.00:via=POS-00450
CUST-00223,Derek Chavez,qparker@gmail.com,,2,tier2,POS-00452:tier2:conf=1.00:via=ECOM-00223;ECOM-00223:tier2:conf=1.00:via=POS-00452
CUST-00224,Tracy Russell,dawsontanya@yahoo.com,(305) 343-2989,2,tier1,POS-00457:tier1:conf=1.00:via=ECOM-00224;ECOM-00224:tier1:conf=1.00:via=POS-00457
CUST-00225,Stephanie Foley,codygarcia@gmail.com,,2,tier1,POS-00460:tier1:conf=1.00:via=ECOM-00225;ECOM-00225:tier1:conf=1.00:via=POS-00460
CUST-00226,Danielle Johnson,,(494) 278-2479,1,single_record,POS-00001:anchor
CUST-00227,Kathryn Miller,williamsmatthew@gmail.com,(243) 660-4084,2,tier2,POS-00004:tier2:conf=0.94:via=POS-00005;POS-00005:tier2:conf=0.94:via=POS-00004
CUST-00228,Patricia Miller,,(264) 661-2695,1,single_record,POS-00006:anchor
CUST-00229,Robert Johnson,lisahall@gmail.com,(552) 931-2381,1,single_record,POS-00007:anchor
CUST-00230,Jeffery Wagner,ramireztracey@gmail.com,,1,single_record,POS-00008:anchor
CUST-00231,Debra Gardner,howardkristina@hotmail.com,(737) 735-3600,1,single_record,POS-00010:anchor
CUST-00232,Jeffrey Lawrence,alfred40@gmail.com,,1,single_record,POS-00011:anchor
CUST-00233,Lisa Smith,xwest@hotmail.com,(254) 846-6482,2,tier2,POS-00012:tier2:conf=1.00:via=POS-00013;POS-00013:tier2:conf=1.00:via=POS-00012
CUST-00234,Susan Rogers,gsimmons@yahoo.com,(491) 458-3463,1,single_record,POS-00014:anchor
CUST-00235,Christopher Davis,,(880) 344-6731,1,single_record,POS-00015:anchor
CUST-00236,Lindsay Blair,cameronhill@hotmail.com,(602) 332-2388,1,single_record,POS-00016:anchor
CUST-00237,Nicholas Arnold,bwagner@gmail.com,(957) 901-9624,1,single_record,POS-00018:anchor
CUST-00238,Maria Montgomery,farrelldebra@hotmail.com,,1,single_record,POS-00019:anchor
CUST-00239,Michelle Ray,russellbeasley@yahoo.com,,1,single_record,POS-00020:anchor
CUST-00240,Cynthia Diaz,lisa80@hotmail.com,(833) 334-7172,1,single_record,POS-00024:anchor
CUST-00241,Joe Zuniga,uparrish@gmail.com,(444) 654-5668,2,tier2,POS-00025:tier2:conf=0.94:via=POS-00026;POS-00026:tier2:conf=0.94:via=POS-00025
CUST-00242,Deborah Lynch,caroline51@hotmail.com,(660) 439-9749,2,tier2,POS-00027:tier2:conf=0.94:via=POS-00028;POS-00028:tier2:conf=0.94:via=POS-00027
CUST-00243,George Daniel,megan51@yahoo.com,(592) 714-9641,1,single_record,POS-00029:anchor
CUST-00244,Frank Gray,lindsaybruce@hotmail.com,(405) 819-3267,2,tier1,POS-00030:tier1:conf=1.00:via=POS-00031;POS-00031:tier1:conf=1.00:via=POS-00030
CUST-00245,Veronica Bowman,lynchdiane@hotmail.com,(492) 285-3626,1,single_record,POS-00032:anchor
CUST-00246,Angela Cohen,anthony44@yahoo.com,,2,tier1,POS-00033:tier1:conf=1.00:via=POS-00034;POS-00034:tier1:conf=1.00:via=POS-00033
CUST-00247,Megan Parsons,adam29@hotmail.com,(625) 254-7495,1,single_record,POS-00035:anchor
CUST-00248,Jeremy Johnson,vjones@hotmail.com,,1,single_record,POS-00036:anchor
CUST-00249,Jason Hahn,jennifer99@gmail.com,(866) 543-3392,2,tier2,POS-00038:tier2:conf=1.00:via=POS-00039;POS-00039:tier2:conf=1.00:via=POS-00038
CUST-00250,Diana Foster,nelsonebony@yahoo.com,,1,single_record,POS-00040:anchor
CUST-00251,Robin Ellis,,(282) 219-5193,1,single_record,POS-00041:anchor
CUST-00252,Joseph Wright,nperry@hotmail.com,(762) 944-9647,1,single_record,POS-00042:anchor
CUST-00253,Brenda Hurst,trose@gmail.com,(669) 264-2816,2,tier2,POS-00045:tier2:conf=1.00:via=POS-00046;POS-00046:tier2:conf=1.00:via=POS-00045
CUST-00254,Reginald Robinson,kevinclark@gmail.com,,1,single_record,POS-00047:anchor
CUST-00255,Whitney Hicks,,(348) 498-8032,1,single_record,POS-00048:anchor
CUST-00256,Christopher Williams,keith10@yahoo.com,,1,single_record,POS-00049:anchor
CUST-00257,Daniel Burton,vincentwhitaker@yahoo.com,(737) 569-2108,1,single_record,POS-00050:anchor
CUST-00258,Laura Henderson,sandersjudy@yahoo.com,,1,single_record,POS-00051:anchor
CUST-00259,Wendy Rice,zroberts@gmail.com,(566) 269-6649,1,single_record,POS-00054:anchor
CUST-00260,Tasha Valencia,george97@hotmail.com,(844) 306-6447,1,single_record,POS-00055:anchor
CUST-00261,Alexander Le,,(760) 546-3868,1,single_record,POS-00056:anchor
CUST-00262,Erin Herrera,christopher13@yahoo.com,(676) 912-8840,1,single_record,POS-00057:anchor
CUST-00263,Shawn Mckay,schmidtjames@yahoo.com,(669) 237-5807,1,single_record,POS-00059:anchor
CUST-00264,Nancy Baker,,(405) 242-6170,1,single_record,POS-00060:anchor
CUST-00265,Rita Harrell,jonathanthompson@gmail.com,,2,tier2,POS-00062:tier2:conf=1.00:via=POS-00063;POS-00063:tier2:conf=1.00:via=POS-00062
CUST-00266,Kenneth Fowler,,(872) 539-5476,1,single_record,POS-00064:anchor
CUST-00267,Kathryn Ryan,,(392) 708-9151,1,single_record,POS-00066:anchor
CUST-00268,Aaron Nguyen,harrisoncrystal@yahoo.com,,1,single_record,POS-00068:anchor
CUST-00269,Andrew Hickman,,(501) 528-2680,1,single_record,POS-00069:anchor
CUST-00270,Natasha Decker,,(503) 513-8305,1,single_record,POS-00070:anchor
CUST-00271,Kyle Brown,bellcharles@yahoo.com,(371) 906-8272,1,single_record,POS-00071:anchor
CUST-00272,Christopher Tucker,jford@hotmail.com,(482) 854-1939,1,single_record,POS-00073:anchor
CUST-00273,Chad Hodges,colelisa@hotmail.com,(616) 572-9406,1,single_record,POS-00074:anchor
CUST-00274,Thomas Pierce,wagnergerald@gmail.com,(895) 648-1570,1,single_record,POS-00075:anchor
CUST-00275,Samuel Holmes,mathewaguilar@gmail.com,(581) 654-2259,2,tier2,POS-00078:tier2:conf=0.94:via=POS-00079;POS-00079:tier2:conf=0.94:via=POS-00078
CUST-00276,David Walker,elizabethcalderon@hotmail.com,,1,single_record,POS-00081:anchor
CUST-00277,Matthew Chapman,,(467) 920-8311,1,single_record,POS-00082:anchor
CUST-00278,Jerry Robinson,lucasrodney@yahoo.com,(493) 910-9047,2,tier2,POS-00083:tier2:conf=1.00:via=POS-00084;POS-00084:tier2:conf=1.00:via=POS-00083
CUST-00279,Chad Welch,coxhenry@gmail.com,,1,single_record,POS-00085:anchor
CUST-00280,Jeremy Whitehead,stacey73@gmail.com,(528) 883-6692,1,single_record,POS-00086:anchor
CUST-00281,John Caldwell,stanleynancy@hotmail.com,,1,single_record,POS-00087:anchor
CUST-00282,Lindsey Lee,pyoung@yahoo.com,(443) 705-1430,1,single_record,POS-00090:anchor
CUST-00283,Rodney Owens,smurray@yahoo.com,,1,single_record,POS-00091:anchor
CUST-00284,Jessica Nunez,mburch@hotmail.com,(765) 332-2412,1,single_record,POS-00092:anchor
CUST-00285,Jessica Nunez,moniquewilliams@yahoo.com,,1,single_record,POS-00093:anchor
CUST-00286,Tracey Garcia,angela18@gmail.com,(739) 620-7708,1,single_record,POS-00094:anchor
CUST-00287,Richard Morgan,christopher24@yahoo.com,,1,single_record,POS-00095:anchor
CUST-00288,Michelle Wright,mariahdavis@gmail.com,(858) 275-8372,2,tier2,POS-00096:tier2:conf=1.00:via=POS-00097;POS-00097:tier2:conf=1.00:via=POS-00096
CUST-00289,James West,sandersnathaniel@yahoo.com,(644) 714-1907,1,single_record,POS-00098:anchor
CUST-00290,Rob Ramirez,,(732) 490-2292,2,tier2,POS-00099:tier2:conf=0.94:via=POS-00100;POS-00100:tier2:conf=0.94:via=POS-00099
CUST-00291,John Leblanc,,(765) 481-3050,1,single_record,POS-00101:anchor
CUST-00292,Andrea Williams,lacey20@yahoo.com,,1,single_record,POS-00102:anchor
CUST-00293,Yvette Huff,awest@gmail.com,,1,single_record,POS-00103:anchor
CUST-00294,Tanya House,scottmary@hotmail.com,(358) 375-6531,1,single_record,POS-00104:anchor
CUST-00295,Todd Lewis,,(247) 856-5336,1,single_record,POS-00106:anchor
CUST-00296,Nicholas Galloway,fbrown@hotmail.com,,1,single_record,POS-00108:anchor
CUST-00297,Spencer Henderson,ashleylopez@hotmail.com,,1,single_record,POS-00111:anchor
CUST-00298,Angela Higgins,qzavala@hotmail.com,,1,single_record,POS-00113:anchor
CUST-00299,Tanya Riley,ingramjill@yahoo.com,(554) 608-3142,2,tier2,POS-00115:tier2:conf=1.00:via=POS-00116;POS-00116:tier2:conf=1.00:via=POS-00115
CUST-00300,Amy Adkins,,(678) 325-5382,1,single_record,POS-00117:anchor
CUST-00301,Brian Silva,,(364) 535-6123,1,single_record,POS-00119:anchor
CUST-00302,Wesley Farrell,zwelch@gmail.com,(711) 727-8648,1,single_record,POS-00120:anchor
CUST-00303,Eric Yu,baldwinsherry@gmail.com,(710) 223-2475,1,single_record,POS-00121:anchor
CUST-00304,Joe Wilson,,(562) 249-1828,2,tier1,POS-00122:tier1:conf=1.00:via=POS-00123;POS-00123:tier1:conf=1.00:via=POS-00122
CUST-00305,Pamela Sanchez,glennmartin@gmail.com,(983) 612-6995,1,single_record,POS-00124:anchor
CUST-00306,Brooke Harvey,samuel67@yahoo.com,,1,single_record,POS-00125:anchor
CUST-00307,Robert Silva,terri77@yahoo.com,,1,single_record,POS-00126:anchor
CUST-00308,Alexandra Donovan,laurie61@yahoo.com,,1,single_record,POS-00127:anchor
CUST-00309,John Foster,donna47@hotmail.com,,1,single_record,POS-00128:anchor
CUST-00310,Emily Evans,cjackson@yahoo.com,,1,single_record,POS-00129:anchor
CUST-00311,Yolanda Ferrell,lambertrichard@hotmail.com,,2,tier1,POS-00131:tier1:conf=1.00:via=POS-00132;POS-00132:tier1:conf=1.00:via=POS-00131
CUST-00312,Charles Lewis,,(722) 611-9193,1,single_record,POS-00133:anchor
CUST-00313,Mike Moore,khines@gmail.com,(344) 535-6218,1,single_record,POS-00136:anchor
CUST-00314,Martha Warner,raymond43@gmail.com,,1,single_record,POS-00137:anchor
CUST-00315,Destiny Smith,greenjorge@yahoo.com,(808) 544-9311,1,single_record,POS-00138:anchor
CUST-00316,Lisa Evans,wendymitchell@yahoo.com,,1,single_record,POS-00139:anchor
CUST-00317,Elizabeth Mcmillan,davidfarrell@yahoo.com,(507) 686-1272,1,single_record,POS-00140:anchor
CUST-00318,Jennifer Harris,kristyjohnson@hotmail.com,,1,single_record,POS-00143:anchor
CUST-00319,Tracy Whitehead,jonesraymond@hotmail.com,,1,single_record,POS-00144:anchor
CUST-00320,Meghan Davis,xfox@yahoo.com,(590) 351-4968,1,single_record,POS-00145:anchor
CUST-00321,Rodney Hill,martinezlogan@gmail.com,,1,single_record,POS-00146:anchor
CUST-00322,Adam Wise,,(220) 651-6139,1,single_record,POS-00147:anchor
CUST-00323,Ronald Smith,katrinaanderson@hotmail.com,,1,single_record,POS-00149:anchor
CUST-00324,Becky Gardner,stacey84@gmail.com,(690) 738-7173,2,tier1,POS-00150:tier1:conf=1.00:via=POS-00151;POS-00151:tier1:conf=1.00:via=POS-00150
CUST-00325,Mary Aguilar,james84@gmail.com,(551) 759-6804,2,tier2,POS-00152:tier2:conf=1.00:via=POS-00153;POS-00153:tier2:conf=1.00:via=POS-00152
CUST-00326,Kimberly Henson,barkereric@yahoo.com,(589) 604-6654,1,single_record,POS-00157:anchor
CUST-00327,Eric Spears,,(244) 494-2294,1,single_record,POS-00158:anchor
CUST-00328,Michelle Cherry,larryhiggins@hotmail.com,(872) 462-8849,1,single_record,POS-00159:anchor
CUST-00329,Lisa Keith,,(752) 477-5450,1,single_record,POS-00160:anchor
CUST-00330,Kristin Rodriguez,,(862) 260-2465,1,single_record,POS-00166:anchor
CUST-00331,Monica Garrison,james27@hotmail.com,,1,single_record,POS-00167:anchor
CUST-00332,Steven Torres,davisphillip@yahoo.com,,1,single_record,POS-00169:anchor
CUST-00333,Laura Perez,,(782) 817-2758,1,single_record,POS-00171:anchor
CUST-00334,Andrew Lee,,(857) 756-9590,1,single_record,POS-00172:anchor
CUST-00335,Tammy Ramirez,kathryn50@yahoo.com,(680) 479-4159,1,single_record,POS-00173:anchor
CUST-00336,Darlene Ross,,(367) 948-8518,1,single_record,POS-00174:anchor
CUST-00337,Tina Herrera,,(391) 214-6523,1,single_record,POS-00175:anchor
CUST-00338,Sheila Wilson,,(891) 975-4164,1,single_record,POS-00176:anchor
CUST-00339,Tara White,charles87@hotmail.com,(616) 637-9442,1,single_record,POS-00177:anchor
CUST-00340,Tara White,marcia99@gmail.com,,1,single_record,POS-00178:anchor
CUST-00341,Jessica Edwards,cporter@gmail.com,(207) 467-7284,1,single_record,POS-00180:anchor
CUST-00342,Catherine Dixon,jenniferbrock@hotmail.com,,1,single_record,POS-00181:anchor
CUST-00343,Paul Ray,ghernandez@gmail.com,(510) 796-1187,1,single_record,POS-00182:anchor
CUST-00344,Amanda Ball,terickson@yahoo.com,(264) 883-2936,1,single_record,POS-00183:anchor
CUST-00345,Judy Lambert,,(616) 902-9233,1,single_record,POS-00184:anchor
CUST-00346,Elizabeth Rivera,,(321) 854-5833,1,single_record,POS-00185:anchor
CUST-00347,Lee Charles,laura09@yahoo.com,,1,single_record,POS-00186:anchor
CUST-00348,Kyle Ortiz,silvageorge@hotmail.com,,1,single_record,POS-00188:anchor
CUST-00349,Shelby Byrd,roberthampton@yahoo.com,(284) 738-8319,1,single_record,POS-00190:anchor
CUST-00350,Raven Gilbert,thorntonapril@hotmail.com,(280) 777-2838,1,single_record,POS-00191:anchor
CUST-00351,Kevin Kelley,whitney78@yahoo.com,(718) 407-9792,1,single_record,POS-00192:anchor
CUST-00352,Aaron Mitchell,,(733) 652-2904,1,single_record,POS-00193:anchor
CUST-00353,Russell Carpenter,,(798) 700-2489,1,single_record,POS-00194:anchor
CUST-00354,Scott Lewis,erica49@yahoo.com,(665) 335-9409,1,single_record,POS-00195:anchor
CUST-00355,Thomas Santana,susanramirez@yahoo.com,,1,single_record,POS-00196:anchor
CUST-00356,Laura Jackson,shellyhendrix@yahoo.com,,1,single_record,POS-00197:anchor
CUST-00357,Cynthia Rogers,,(553) 917-2044,1,single_record,POS-00199:anchor
CUST-00358,Emily Walker,reedscott@yahoo.com,(271) 683-1519,2,tier2,POS-00200:tier2:conf=1.00:via=POS-00201;POS-00201:tier2:conf=1.00:via=POS-00200
CUST-00359,James Johnson,,(857) 946-7887,1,single_record,POS-00202:anchor
CUST-00360,John Alvarez,derrick99@gmail.com,(592) 659-7184,2,tier2,POS-00203:tier2:conf=1.00:via=POS-00204;POS-00204:tier2:conf=1.00:via=POS-00203
CUST-00361,Melissa Jones,brentstein@gmail.com,(322) 382-9802,1,single_record,POS-00205:anchor
CUST-00362,Gregory Rubio,,(809) 234-8314,1,single_record,POS-00211:anchor
CUST-00363,Stephen Solis,nancy04@hotmail.com,(451) 958-1724,1,single_record,POS-00212:anchor
CUST-00364,Elizabeth Travis,hebertmatthew@yahoo.com,,1,single_record,POS-00213:anchor
CUST-00365,Patricia Salazar,znelson@gmail.com,(258) 343-9255,1,single_record,POS-00214:anchor
CUST-00366,Maria Kelley,alexisrogers@yahoo.com,,1,single_record,POS-00217:anchor
CUST-00367,Thomas Green,frobertson@yahoo.com,(842) 895-7999,1,single_record,POS-00218:anchor
CUST-00368,Katie Boyd,,(627) 618-3444,1,single_record,POS-00220:anchor
CUST-00369,Amber Taylor,contrerassteven@gmail.com,,1,single_record,POS-00221:anchor
CUST-00370,Jasmine Brown,,(925) 347-8586,1,single_record,POS-00222:anchor
CUST-00371,Robert Clark,,(409) 538-2295,1,single_record,POS-00224:anchor
CUST-00372,Brandy Dominguez,madkins@yahoo.com,,1,single_record,POS-00225:anchor
CUST-00373,Melissa Cannon,emiles@hotmail.com,(396) 252-5398,1,single_record,POS-00226:anchor
CUST-00374,Michael Molina,foxallison@yahoo.com,,1,single_record,POS-00227:anchor
CUST-00375,Melissa Ashley,starkdaniel@hotmail.com,(393) 979-4555,1,single_record,POS-00228:anchor
CUST-00376,Melissa Ashley,ashleyhernandez@yahoo.com,(541) 510-1251,1,single_record,POS-00229:anchor
CUST-00377,Robert Adkins,nwilson@hotmail.com,(960) 320-8846,1,single_record,POS-00230:anchor
CUST-00378,Amy Morrison,gdavis@yahoo.com,(921) 409-7498,1,single_record,POS-00231:anchor
CUST-00379,Jeffrey Robinson,chavezwilliam@yahoo.com,,1,single_record,POS-00232:anchor
CUST-00380,Ryan Johnson,,(678) 746-6886,1,single_record,POS-00233:anchor
CUST-00381,Richard Martin,fosterlisa@hotmail.com,,1,single_record,POS-00234:anchor
CUST-00382,Richard Martin,,(940) 680-6246,1,single_record,POS-00235:anchor
CUST-00383,Tanner Anderson,bethwilliams@yahoo.com,,1,single_record,POS-00236:anchor
CUST-00384,Cindy Johnson,,(427) 959-3390,1,single_record,POS-00237:anchor
CUST-00385,Jason Murphy,rbennett@hotmail.com,(503) 356-4214,1,single_record,POS-00238:anchor
CUST-00386,Kathleen Gray,,(784) 451-9180,1,single_record,POS-00239:anchor
CUST-00387,Johnny Miller,,(982) 700-9037,1,single_record,POS-00240:anchor
CUST-00388,Andrew Ryan,,(561) 373-3293,1,single_record,POS-00241:anchor
CUST-00389,Zoe Bell,avilatiffany@yahoo.com,,1,single_record,POS-00242:anchor
CUST-00390,Denise Webster,rreed@gmail.com,(277) 884-1794,1,single_record,POS-00244:anchor
CUST-00391,Stefanie Gonzalez,,(341) 845-4791,1,single_record,POS-00245:anchor
CUST-00392,Andrew Hernandez,johnsondonna@hotmail.com,(210) 423-9285,1,single_record,POS-00246:anchor
CUST-00393,Julie Wilson,jim95@hotmail.com,,1,single_record,POS-00249:anchor
CUST-00394,Lori Oconnell,,(915) 890-8054,1,single_record,POS-00250:anchor
CUST-00395,Larry Byrd,conniesimmons@yahoo.com,,1,single_record,POS-00252:anchor
CUST-00396,Jennifer Jones,trussell@yahoo.com,,1,single_record,POS-00254:anchor
CUST-00397,Hannah Burton,,(901) 282-1519,2,tier2,POS-00255:tier2:conf=1.00:via=POS-00256;POS-00256:tier2:conf=1.00:via=POS-00255
CUST-00398,Curtis Barton,meredith27@gmail.com,,1,single_record,POS-00257:anchor
CUST-00399,Melissa Burke,jfaulkner@hotmail.com,,2,tier1,POS-00258:tier1:conf=1.00:via=POS-00259;POS-00259:tier1:conf=1.00:via=POS-00258
CUST-00400,David Riggs,paulscott@yahoo.com,(244) 435-4463,1,single_record,POS-00260:anchor
CUST-00401,Ross Wood,russojacob@hotmail.com,(384) 522-1256,2,tier2,POS-00262:tier2:conf=1.00:via=POS-00263;POS-00263:tier2:conf=1.00:via=POS-00262
CUST-00402,William Peterson,susan03@gmail.com,(608) 278-5903,1,single_record,POS-00264:anchor
CUST-00403,Cynthia Poole,michael77@gmail.com,(906) 941-2284,1,single_record,POS-00267:anchor
CUST-00404,Joseph Morton,,(850) 479-8381,1,single_record,POS-00271:anchor
CUST-00405,Amanda Webb,,(767) 584-8075,1,single_record,POS-00272:anchor
CUST-00406,Ryan Simon,jonathan77@yahoo.com,,1,single_record,POS-00273:anchor
CUST-00407,Joseph Christian,,(834) 502-5037,1,single_record,POS-00274:anchor
CUST-00408,Mariah Miller,,(475) 357-7225,1,single_record,POS-00275:anchor
CUST-00409,Nicole Sanchez,jessicabell@gmail.com,(358) 957-7383,1,single_record,POS-00276:anchor
CUST-00410,Nicholas Johnson,,(206) 515-8286,1,single_record,POS-00277:anchor
CUST-00411,Melissa White,warrenmary@gmail.com,(305) 335-2430,1,single_record,POS-00278:anchor
CUST-00412,Jacqueline Hill,,(563) 767-2524,1,single_record,POS-00280:anchor
CUST-00413,Alejandro Vaughan,nbrooks@hotmail.com,,1,single_record,POS-00281:anchor
CUST-00414,Christopher Cortez,bhopkins@gmail.com,(213) 498-7779,1,single_record,POS-00282:anchor
CUST-00415,Tracy Chang,hsmith@hotmail.com,(943) 772-4977,1,single_record,POS-00283:anchor
CUST-00416,Christopher Walker,,(705) 349-2036,1,single_record,POS-00286:anchor
CUST-00417,Heather Torres,warrenjohn@hotmail.com,,1,single_record,POS-00287:anchor
CUST-00418,Bonnie Kennedy,,(279) 569-5123,1,single_record,POS-00288:anchor
CUST-00419,Julie Rivera,,(207) 605-6443,1,single_record,POS-00290:anchor
CUST-00420,Julie Rivera,kevinclayton@gmail.com,(538) 650-6484,1,single_record,POS-00291:anchor
CUST-00421,Jacqueline Nelson,davisnicholas@hotmail.com,(867) 808-3230,1,single_record,POS-00292:anchor
CUST-00422,James Wilson,christopherbruce@hotmail.com,(527) 498-9044,1,single_record,POS-00294:anchor
CUST-00423,Amanda Gill,ariel18@gmail.com,(534) 585-5592,1,single_record,POS-00295:anchor
CUST-00424,James Perez,thickman@gmail.com,(587) 275-8357,1,single_record,POS-00301:anchor
CUST-00425,Harry Smith,ashleyatkinson@hotmail.com,,1,single_record,POS-00302:anchor
CUST-00426,Amanda Hill,patrick21@hotmail.com,,1,single_record,POS-00303:anchor
CUST-00427,Terri Tran,brian63@gmail.com,(757) 237-6890,1,single_record,POS-00304:anchor
CUST-00428,Heidi Martinez,cassie99@yahoo.com,(750) 808-2392,1,single_record,POS-00305:anchor
CUST-00429,Monique Andrews,,(881) 563-3725,1,single_record,POS-00306:anchor
CUST-00430,Jack Williams,,(861) 893-7547,1,single_record,POS-00307:anchor
CUST-00431,Shelley Woods,,(641) 308-1172,2,tier2,POS-00308:tier2:conf=1.00:via=POS-00309;POS-00309:tier2:conf=1.00:via=POS-00308
CUST-00432,Krystal Perez,fgarcia@yahoo.com,(803) 907-9199,1,single_record,POS-00311:anchor
CUST-00433,Alexandra Hayes,,(226) 694-2712,1,single_record,POS-00312:anchor
CUST-00434,Scott Dalton,carlsonkristen@yahoo.com,,1,single_record,POS-00313:anchor
CUST-00435,Veronica Torres,ashleyjackson@yahoo.com,(948) 345-6707,1,single_record,POS-00314:anchor
CUST-00436,Christine Lynch,,(412) 733-8912,1,single_record,POS-00315:anchor
CUST-00437,Jody Meza,dominicturner@yahoo.com,,1,single_record,POS-00316:anchor
CUST-00438,Donna Moore,todd15@yahoo.com,(527) 268-5919,1,single_record,POS-00317:anchor
CUST-00439,Glenn Jones,jennifersimpson@hotmail.com,(318) 223-6620,1,single_record,POS-00318:anchor
CUST-00440,Aaron Hayes,,(369) 958-4996,1,single_record,POS-00319:anchor
CUST-00441,Kristin Weber,tamaranovak@yahoo.com,(438) 614-4022,1,single_record,POS-00321:anchor
CUST-00442,Donna Peck,yfaulkner@gmail.com,,1,single_record,POS-00322:anchor
CUST-00443,Ronald Stephens,nicholas65@gmail.com,,1,single_record,POS-00323:anchor
CUST-00444,Deborah Kerr,brittanygardner@hotmail.com,,2,tier2,POS-00324:tier2:conf=0.94:via=POS-00325;POS-00325:tier2:conf=0.94:via=POS-00324
CUST-00445,Margaret Jones,,(486) 970-2025,1,single_record,POS-00326:anchor
CUST-00446,Gabriel Parker,,(750) 391-6993,1,single_record,POS-00327:anchor
CUST-00447,Kaitlyn Carroll,,(317) 468-9019,1,single_record,POS-00328:anchor
CUST-00448,Sherri Mason,ttaylor@gmail.com,,1,single_record,POS-00330:anchor
CUST-00449,Bill Reynolds,eewing@hotmail.com,(505) 829-2388,1,single_record,POS-00332:anchor
CUST-00450,Will Reynolds,,(388) 582-3316,1,single_record,POS-00333:anchor
CUST-00451,Marcus Wright,sferguson@yahoo.com,,1,single_record,POS-00334:anchor
CUST-00452,Christopher Hayden,gabriel90@hotmail.com,,1,single_record,POS-00336:anchor
CUST-00453,Emily Adams,michaeljohnson@gmail.com,(697) 339-4196,2,tier2,POS-00338:tier2:conf=1.00:via=POS-00339;POS-00339:tier2:conf=1.00:via=POS-00338
CUST-00454,Sabrina White,gbailey@yahoo.com,,1,single_record,POS-00340:anchor
CUST-00455,Brenda Walters,tflores@gmail.com,,1,single_record,POS-00341:anchor
CUST-00456,Michael Cook,sarahyang@hotmail.com,,1,single_record,POS-00343:anchor
CUST-00457,Elizabeth Hodge,andrearivera@yahoo.com,(500) 233-5503,1,single_record,POS-00344:anchor
CUST-00458,Lisa Pierce,,(757) 575-9880,1,single_record,POS-00347:anchor
CUST-00459,Richard Robertson,lloydamanda@yahoo.com,(661) 469-6711,1,single_record,POS-00350:anchor
